제목,피쳐링,작사가,작곡가,편곡자,재생시간,가사
내 마음 들리나요 (Feat. 이하이),['이하이'],[],[],[],04:08,"그대 듣고 있나요
나의 목소리 그댈 향한 이고백 

지금 듣고 있나요
이런 내 마음 들리나요

창가에 떨어지는 빗방울처럼
내 맘속에 물들어가는 너

i need u i need u i i miss u

널 잊으려 말을 아끼다가 
정말 잊었다며 결국 너 얘기 
잊으려 하고 있었다는 것도
잊혀져야 
잊은거겠지

you gotta give me time
I ain’t perfect
but I’m tryin’ to erase
you perfectly. 

돌이키려하면 너무 먼데
돌아보면 넌 언제나 어깨 뒤

I know

지울수는 없겠지
미완한 나에게
그 추억이 너무 완벽했기에
But I try again

사랑에 빠질 때보다
그 사랑에서 빠져나오는게
훨씬 어렵군
you make me live and die again

I’m not alive without you.
I’m not alive without you.

You know I'd die without you.

잊지말아요.

그대 듣고 있나요
나의 목소리 그댈 향한 이고백 

지금 듣고 있나요
이런 내 마음 들리나요

창가에 떨어지는 빗방울처럼
내 맘속에 물들어가는 너

i need u i need u i i miss u

한 여름밤의 장마처럼
쏟아져 내리고
다시 오려나봐.
기억의 소나기. 
너에겐 우산이
필요할 것 같은데
걱정이되네. 많이.

창 밖으로 보여. 
어딘가로 바삐 달리는
차들의 경망스런 불빛. 
내 목적지는
묻지 않아도 알겠지만

언제나 두 손에 잡히던
네 모든 것들이 
다 투명하게 번지고
눈물에 눈이 흐려. 
돌아보면 제자리.
늘 맘이 무거워서
내 이별은 발걸음이 느려. 

모든 걸 되 돌릴 수 없다면
받아들이는것도 방법이겠지만 

난 여기 서 있어. 
난 여전히 서 있어.

그대 듣고 있나요
나의 목소리 그댈 향한 이고백 

지금 듣고 있나요
이런 내 마음 들리나요

창가에 떨어지는 빗방울처럼
내 맘속에 물들어가는 너

i need u i need u i i miss u

Don’t forget me ever.
Never ever
Don’t forget me ever.
Never ever

Never ever girl

Don’t forget me ever.
Never ever
Don’t forget me ever.
Never ever

나를."
혼자라도 (Feat. Clazziquai),['클래지콰이 (Clazziquai)'],[],[],[],04:13,"태양의 손길이 구름의 커튼 치고
햇살이 휘날리는 붉은 머릿결을 빗고
세상의 창가에 기대 날 바라봐요
비록 혼자라도 아무도 없는 커피숍에
아침내내 책 한권에 깊게 빠져있다
때마침 내게 반갑게 전화오는 고등학교 친구와
온세상을 둘만의 잡담에 담고 싶구나
해가 떠나가면서 달빛과 별의 집회를
바라보면서 어스름에 젖은 깃펜을
꼭 쥐고 저 먼 지평선의 오선지로
내 삶의 멜랑꼴리 멜로디 그려보네

둘이서 걷던 거리가 나눠진 후에도
혼자서 걷는 이 거리가 외롭지는 않죠
비록 혼자라도

따스한 햇살과의 입맞춤에 여름 향기는
바람을 타고 나의 품에 와 안겨 나
긴밤꿈에 악몽을 털어내고야 긴 하품해
CDP 와 CD 와 디카 
나 혼자만이 보는 색다른 시야
낡은 가방 속 이야기를 위한 이 여행 
시와 나 하나되는 시간
지하철 2, 3 호선에 맡긴 몸 
홍대와 신촌, 압구정, 인사동
그 어디라도 낡은 가방 나의 손 
Ma soul만 있다면 괜찮아 혼자라도

둘이서 걷던 거리가 나눠진 후에도
혼자서 걷는 이 거리가 외롭지는 않죠
비록 혼자라도

혼자라도 everything's gonna be okay
Van gogh와 나누는 밤의 까페 au lait
남 몰래 콜트레인의 기차표 사볼래
Hemingway 따라 머나먼 바다로 떠나볼래
난 행복해 외로움을 삼키네
나만의 와인 빛깔의 자유속에 만취돼
하루 이틀 변함없이 연주하네
비틀 비틀거리는 고독의 안단테
한잔의 그린티 물결은 작게
원을 그리고 혼자라도 간만에
산책하네 고독과 함께 
벤치위에 나란히 할때
노래해 자연과 도시 멜로디
먼 발치 네온사인 붉은 노을 빛
모두가 아름다워 나 혼자
보기는 아까와 그대와 함께 하고파

바다를 걷던 그림자
다 잊을 수가 있을까 (잊을 수 없을까?)
파란 해바라기가
다시 웃을 수 있을까 (웃을 순 없을까?)

둘이서 걷던 거리가 나눠진 후에도
혼자서 걷는 이 거리가 외롭지는 않죠
비록 혼자라도

혼자라도 웃으며 말하고
아무도 모르게 오늘도
나 혼자라도 웃으며 말하고
아무도 모르게 오늘도

혼자라도 웃으며 말하고
아무도 모르게 오늘도
나 혼자라도 웃으며 말하고
아무도 모르게 오늘도"
In Seoul (Feat. 선우정아),['선우정아'],"['타블로', '미쓰라']","['타블로', 'DJ 투컷']",['DJ 투컷'],03:43,"Yessir. 
No king, no queen, no court jester.
저 밤하늘에 소원을 기도해서 누가 들어줘?
Nobody. 
신도 손 뗐어.
별도 따서 팔아치워버리는 이 도시에서.
숨도 못 뱉어.
입 열면 혀도 뺏겨.
꿈 같은 건 꿈 같은 소리. 
꿔도 못 깨어나 
till you rest in peace.
목숨 내어 성공해서,
nobody’s sayin’ cheese 
on their way to mo’ chedda.
No answer.
찾아봐 지도에서.
살 길은 비좁고 막다른 길은 쌔고 쌨어.
Feel like I’m back in the Map 
the Soul era.
Imma be awake forever.
I’m sleepless in Seoul.

Sleepless in Seoul.

I’m sleepless in Seoul.
또 밤새 뒤척이고 있다.
불안한 생각들과 후회들이 내 방안에 모여든다.

저 처량한 달빛이, 달빛이 나야.
저 쓸쓸한 별빛이, 별빛이 나야.

이 도시의 소란이 앗아간 평온함.
두 눈과 귀를 잠식하네 세상의 분노가.
무책임한 말들과 불평등의 악순환.
열정만 부채질해 키워놓지 불만.
스스로 선을 긋게 만드는 사회 속에
출구는 없고 땀은 온몸에 남아도네.
시기와 질투, 인정 못 하는 실수,
탓만 돌리고 편 갈라 비수를 꽂는 모습만 익숙.
여는 창마다 부정적인 얘기.
눈 감는 게 당연해. 
두려워서겠지.
팔짱 낄 틈도 없이 두 손 들게 해.
이 소란스러운 도시 
날 잠 못 들게 해.

I’m sleepless in Seoul.
또 밤새 뒤척이고 있다.
불안한 생각들과 후회들이 내 방안에 모여든다.

저 처량한 달빛이, 달빛이 나야.
저 쓸쓸한 별빛이, 별빛이 나야."
비 오는 날 듣기 좋은 노래 (Feat. Colde),['Colde (콜드)'],"['타블로', '미쓰라']","['타블로', 'DJ 투컷']",['DJ 투컷'],04:05,"비가 오고
네가 생각나
 
비가 오고
또 비가 오고
슬픈 음악이 흐르면
옛 노래처럼
네가 생각나
네가 생각나
 
비가 오고
잠이 안 오고
슬픈 음악이 흐르면
옛 가사처럼
네가 생각나
네가 생각나
네가 생각나
 
술이 물처럼 넘어가네
오늘따라
몸이 예전 같지 않은 걸 내 마음이 모르나 봐
때마침 네가 좋아했던 옛 노래도 흐르니
다시 손 틈새 스며드는 Memory
위험해 위험해
속 시원하게 운다
감정을 일절 금했다간 한순간에 훅 가
구차하게 내 탓 네 탓
이 쓸쓸한 날씨 탓 하긴 싫다
마음 편히 널 그리워할래
 
인생 뭐 있냐 어차피 알 수 없는 내일인데
I know I know you will never take me back
마음이 약해질수록 술이 더 세지네
이런 내가 싫겠지만 이해해
인생 뭐 있냐 몇 장 뒤엔 마지막 페이지인데
I know I know you will never take me back
그칠 때만 되면 또다시 비가 내리네
난 잘 지내
 
비가 오고
또 비가 오고
슬픈 음악이 흐르면
옛 노래처럼
네가 생각나
네가 생각나
 
비가 오고
잠이 안 오고
슬픈 음악이 흐르면
옛 가사처럼
네가 생각나
네가 생각나
네가 생각나
 
다 잊고 싶었지만
증발했다고 믿었던 추억이 비가 됐나 봐
창밖에 쏟아지는 빗방울 내 마음을 두드리면
엉킨 감정을 풀고 다시 이어지는 인연
괜찮은 척해서
더 아파야 했던 지난날
이젠 웃으며 맞이하네
공허한 밤 혼자 내뱉는 이 넋두리도
메아리치다 지쳐 언젠가 끝나겠지 뭐
내버려 둬
 
사랑 뭐 있냐 어차피 돌아서면 남인데
I know I know you will never take me back
몸이 멀어질수록 멀어지는 게 마음인데
이런 내가 싫겠지만 이해해
사랑 뭐 있냐? 몇 장 뒤엔 마지막 페이지인데
I know I know you will never take me back
그칠 때만 되면 또다시 비가 내리네
잘 지내
 
비가 오고
또 비가 오고
슬픈 음악이 흐르면
옛 노래처럼
네가 생각나
네가 생각나
 
비가 오고
잠이 안 오고
슬픈 음악이 흐르면
옛 가사처럼
네가 생각나
네가 생각나
네가 생각나
 
비 오는 날에
듣기 좋은 노래
자꾸만 더 늘어가네요
 
비가 오고
비가 오고
또 비가 오고
슬픈 음악이 흐르면
옛 노래처럼
네가 생각나
네가 생각나
 
비가 오고
잠이 안 오고
슬픈 음악이 흐르면
옛 가사처럼
네가 생각나
네가 생각나
네가 생각나
 
비 오는 날에
듣기 좋은 노래
자꾸만 더 늘어가네요
이 비가 그치는 날에
해 뜨는 날에
이런 노래
그만할게요"
Prequel,[],"['타블로', '미쓰라']","['DJ 투컷', '타블로']",['DJ 투컷'],02:42,"첫 계약은 500에 3년
첫 숙소 500/30
첫 페이는 얇은 봉투 세 장 속에 만 원씩
엿 같지만 뭐 어때?
오늘은 안주 먹는 날
잔을 위로 like we made it
F**k the world, we the shit!
iPod and new kicks
G-shock on my wrist
열여섯 마디씩 가까워지는 bucket list
지금의 추억은 전부 그때의 꿈
데뷔 앨범 녹음 중
Comin’ soon

Yo! 빛 보다는 빚
믿음보단 불신
음악보다 더 고민했던 먹고사는 일
“작은 기적의 빛 한 줄기 나눠주기를”
외면한 잘 난 하늘이
원망스러워 날아올라, 콧대 높은 하늘 위
넘어진 적은 있어도 포기한 적 없어
세상이 정한 한곈 시작에 넘어섰어
몇 번을 다시 써도 삶의 끝 페이지에 
마지막 문장은... 
I was here

Back to the map, will u run with us?
Till ashes to ashes and dust to dust
From the front to the back, if u f**k wit us
Tell me where u at

We’re back on the track, 
yeah from dawn to dusk
Turn ashes to diamonds, make gold from dust
From the front to the back, if u f**k wit us
Tell me where u at

습한 홍대 지하에서 코첼라 사막 위
배경은 달라졌지만 내 땀은 마르지 않지
목표는 늘 지금보다 위 축배는 10년 지난 뒤
영광만 남기고 오늘은 서사시 만취하지
세월에 길을 잃은 친구들과
사람들 기억 속에 파묻힌 그 이름들 사이
우린 여전히 존재
과거와 현재
늘 출발점에 선 듯이 무대 위 GO 해

To give you everything
I cut my soul open
My poetry was born 
from the blood that I’m soaked in
세상은 완벽을 원해
실수는 not a option
실패는 성공의 어머니
내 성공은 orphan
My pain Is real
Pain is real, just to breathe I need a pill
쉽지는 않겠지, 서서히 잊혀지는 일
갈수록 휘어지는 길, don’t worry my dear
수천 번 넘어지고도 우리는 서 있어, HERE

Back to the map, will u run with us?
Till ashes to ashes and dust to dust
From the front to the back, if u f**k wit us
Tell me where u at
We’re back on the track, 
yeah from dawn to dusk
Turn ashes to diamonds, make gold from dust
From the front to the back, if u f**k wit us 
Tell me where u at

We mapped the human soul
Got society high
Sang our swan songs
Remapped to stay alive
The world tried to turn us to pieces
But the E... P-I-K never ceases
Had 99 problems but it’s do or do not
Took our demons by their throats, 
stuffed ‘em in a shoebox
We did something wonderful, 
now there’s nothing to fear
When you’re lost, remember
Epik High is here"
문배동 단골집 (Feat. 크러쉬),['Crush'],"['타블로', '미쓰라']","['DJ 투컷', '타블로', 'Shaun']","['DJ 투컷', 'Shaun']",04:43,"몇 해가 지났지만
잊을 수가 없지.
우리의 처음과 마지막을 본 
그 단골집.
잊고 살다
불현듯 며칠 전에 생각나
찾아가 보니 it was gone.
그곳엔 휴대폰 가게가
언제나 지 자리였듯 
들어서 있더라.
구석 벽에다 새겼던 
너와 내 이름이 있을 곳엔
신제품을 광고하는 LED.
정말 재밌지,
내 통화목록이 온통 
네 이름이었을 때가 있었고
얼마 전 네가 그리워서 
만지작거리다 떨어뜨려서
바꿀 때가 됐는데 하필 거기였어.
세월이 빠른 건지 내가 느린 건지
쫓아가기 힘드네.
세상은 자꾸 변하고
변하지 않을 
사람 하나 찾기 힘드네.

어디로, 어디로?
너와 내가 머문 곳으로.
Cuz I wanna go back.
Man, things done changed.

김건모, 태지보이즈, 
전람회가 흐르던 곳에
울려 퍼지는 TRAP.
Man, things done changed.

꿈이 전 재산이던 
내 스무 살 언저리.
지갑 속엔 늘 가득해. 
한숨과 걱정이
술 한 잔 짙게 생각나는 밤
찾던 그 포차에서 
위로 받던 젊은 날.
오늘따라 생각나 차를 돌렸네.
한참을 잊고 있었네. 
몇 년씩이나.
시간 참 빨라.
도착할 때가 되니 
벌써 침을 삼키네.
저 건물 모퉁일 
돌아 서면 그 자린데.
줄 지은 가로수, 텅 빈 벤치 몇 개.
사랑을 속삭이는 연인들과
매끄럽게 정리된 보도블록.
내게만 낯선 저 풍경이 서 있었지,
내 추억을 밟고서.
영원한 건 없기에 
언젠가는 나 역시
무심한 세월에 저편에서 
서서히 먼지 덮여 가겠지.
날 기억하겠지?

여기인지, 저기인지.
어딜 가야 나의 길인지.
Cuz I wanna go back.
Man, things done changed.

언제나 비가 오면
에픽하이가 흐르던 곳에
울려 퍼지는 TRAP.
Man, things done changed.

영원한 건 없어도
세월의 강 건너
손 흔들게.
Some things don't change.

영원한 건 없어도
세월의 담 넘어
기다릴게.
네가 다시 내 이름을 불러주면

I'll come back.

가끔 내 생각해준다면
I'll come back.

나를 위해 눈물 흘리면
I'll come back.

너의 맘 한 칸 비워 놓는다면
I'll come back.

Back to you.

Time flies
It's time now
to say
Bye Bye

Time flies
It's time now
to say
Bye Bye

Time flies
It's time now
to say
Bye Bye

Time flies
It's time now
to say...."
따라해 (Wannabe) (Feat. Mellow),[],[],[],[],03:19,"여기저기 Fresh 근데 이미 본 듯해같은 노래 노래 흥얼대 입술과 코 끝에옷을 고를 때 거기서 거기 Style에 손을 대You think u got a got a swag?다 그저 따라 따라 따라해요즘엔 유행어를 모름 대화가 안 돼모두 Fashion 잡지 TV Show를 보고 단장해보고팠던 영화조차 평점 따라 관람해이미 다들 다들 하는데 다 따라 따라 따라해DJ come play my song on the radio날 느끼고 the radio oh oh ohDJ come play my song on the radio소리치고 oh 다 따라 따라 따라해Wannabe Wannabe 다 너를 따라 따라해Wannabe Wannabe 다 나를 따라 따라해Wannabe Wannabe 세상을 따라오게 해Because we`re so sick아직도 학생 다 배워 공식을 따라야만 답 채워자존심은 가려도 애써 같다는 자긍심만 앞세워다 따라가기만 하는 세상을 따라오게 해누구보다 먼저 정상에 올라 바라보게 해It`s like MP3 거부는 못해 서로가 서로를 불법복제누가 누굴 탓하며 따져대 어차피 Hot하면 따라해대중은 Star 아이는 어머니그래 너와 나 다들 Wannabe사랑할때도 Drama를 따라 해이젠 우리만의 Color를 찾아 내DJ come play my song on the radio날 느끼고 the radio oh oh ohDJ come play my song on the radio소리치고 oh 다 따라 따라 따라해Wannabe Wannabe 다 너를 따라 따라해Wannabe Wannabe 다 나를 따라 따라해Wannabe Wannabe 세상을 따라오게 해Because we`re so sickWannabe you , Wannabe meWannabe you , Wannabe meWannabe you , Wannabe meWannabe you , Wannabe meWannabe Wannabe 다 너를 따라 따라해Wannabe Wannabe 다 나를 따라 따라해Wannabe Wannabe 세상을 따라오게 해난 나만의 꿈 나만의 Style나만의 멋으로 사랑하니 너나 잘해따 따 따라해 다같이 따라해따 따 따라해 다같이 따라해따 따 따라해 다같이 따라해따 따 따라해 다같이 따라해"
Face ID (Feat. GIRIBOY & Sik-K & JUSTHIS),"['기리보이', '식케이 (Sik-K)', '저스디스 (JUSTHIS)']","['타블로', '미쓰라', '식케이 (Sik-K)', '기리보이', '저스디스 (JUSTHIS)']","['DJ 투컷', '타블로', 'Mighty Mike', '식케이 (Sik-K)']","['DJ 투컷', 'Mighty Mike']",03:37,"죽고 산 게 엊그제
낙인 한두 개는 뭐, 풀옵션인데
찍혀도 내 뜻대로면 no prob with dat
Here's a selfie, 다 폰에서 엄지 떼
매일 picture perfect day, no doubt
World tour sold out 벌써 몇십 회
난 노답에겐 no 답, 날 시험할 때
무시가 답이면 늘 만점이기에
어차피 다들 센 척하지?
막상 대면하면 무장해제, Face ID
다 눈 밖에 날까 봐 출발선에 서 있어
앞서가는 놈은 전부 선 넘었어
 
눈깔에 힘 빼고 인사 박아 90도로
악수하기 전에 먼저 해라 손 소독
난 앞으로 전진, 넌 그만 좀 해라 뻘짓
욕을 싸지르다 모른 척하는 그 연기
수준들이 거의 조정석
수고했다 질투뿐인 너의 보고서
재능 낭비하지 말고 소설 써
그거 아님 니 인생은 조졌어
난 다음 페이지로, 내 에픽하이로
잠금 해제, 그냥 나의 Face ID로
난 대놓고 해, 실수가 기록돼도
I'm on my way yo, 나는 무한궤도
 
우린 이미 다른 페이지
Better not talk, just face it
I mastermind, 넌 허우적허우적 제스처만
Gotta get, get, get what I want
난 잘하고 있다고 알아서
나한텐 어차피 절반이 nobody
그 nobody 너도 마찬가지
 
I don't wanna talk to you, 네 가치 떨어뜨려
아직도 멀었어 넌, woah, woah, woah
바라는 거 없어, 난 내가 벌어서 써
원하는 건 어려서부터, I finna have it
그게 내 세 살의 habit
부정했지만 man, I made it
내밀지 마 네 명함이랑 fake ID
그리고 악수, I need Face ID
 
난 한국인, 예의가 바르지
난 한국인, 앞뒤가 다르, hol' up
Fuckin' in Eindhoven, OD in Amsterdam
Gettin' massages in Paris, c'est la vie
I got two Face IDs, 'cause I got two phones
One for the family, 'nother one is 
항상 켜진 무음모드
'Cause it's messy as fuck, 불러, 청소 연구소를
죄가 날 쫓으니, 날러, 비즈니스 클래스로
Songs gettin' softer, Jewels gettin' harder
Bars gettin' colder and my chicks gettin' hotter
말하는 대로, 유재석, 탈래 SLR을
Yeah I'm short, without S and R, woah
할 말 있음 올라와 수면 위로
내 눈 똑바로 보고 말해 불편 신고
본 적 없거든 내 앞에서 주먹 쥔 놈
악수 한 번 건네면 곧 풀어질 손
무의미해 내게 음원차트 성적은
뚫어봐야 지붕 그 이상은 없거든
높은 목표는 내 성장판 열고
난 어제를 밟고 딛지 오늘이 내 첫걸음
못 챙겨 워라밸
죽도록 번 담에 맘 편히 떠날래 천국행
내 정신 건강에
일탈을 권할 땐 약 대신 영감 한 모금 해
 
우린 이미 다른 페이지
Better not talk, just face it
I mastermind, 넌 허우적허우적 제스처만
Gotta get, get, get what I want
난 잘하고 있다고 알아서
나한텐 어차피 절반이 nobody
그 nobody 너도 마찬가지
 
I don't wanna talk to you, 네 가치 떨어뜨려
아직도 멀었어 넌, woah, woah, woah
바라는 거 없어, 난 내가 벌어서 써
원하는 건 어려서부터, I finna have it
그게 내 세 살의 habit
부정했지만 man, I made it
내밀지 마 네 명함이랑 fake ID
그리고 악수, I need Face ID
 
Face ID, 죄다 fake news
죄다 fake IP
야 할 말 있으면, 숨어서 하지 말고
내 얼굴에 대고 말해
Face ID, Face ID, Face ID
죄다 사이비 on the MIC
야 할 말 있으면, 뒤에서 하지 말고
내 얼굴에 대고 말해
Face ID, Face ID
 
야호, 야호, 야호
 
Epik High is here"
또 싸워 (Feat. 윤하),[],[],[],[],04:11,"Who said love is sweet?
우린 매일 싸워. 
Every second, minute, 
every damn hour.
이겨도 지는 게임.
Don't wanna play.
눈은 피하면서 
잘만 보는 눈치.
져준다고 먼저 
고개 숙이면 비웃지.
""뭘 잘못했는지 알기나 해?""
이젠 익숙해. 
니 잘못 빼고는 범죄.
더한 나의 죄로 
지키는 외로운 결백.
하지 말라면 더해.
이해를 두 번 해도 
일만나면 오해. 

Oh no. Not again.
이대로 잠들면 안 되는데.
Oh no. Not again.
이겨도 지는 건데 
우린 끝까지 가.

또 싸워.
미쳤냐고, 
이젠 지쳤다고,
정말 끝이라고 말 할 때 
가장 너다워.
그게 너다워.

내가 날 싸워.
그만 하자며,
정말 죽겠다며,
예전 같지 않은 야윈 모습이
이젠 너다워. 
너와 나다워.
I'm sorry.

계속되는 불협화음.
어긋나는 순간 넌 악보를 찢고
지나간 얘기로 싸울 땐 
내 실수들에만 다는 도돌이표.
질문과 심문. 
모두 내 탓인 것 마냥 몰아세워. 
내 이성에 불 붙이는 마녀사냥.
난 화를 내고 소리질러. 
넌 눈물을 무기로 양심을 찔러.
뭐든 지기 싫어. 
다툼도, 책임도.
가볍게 여기던 서로의 짐도.
전화기를 던지며
주먹쥐고 벽에 찍는 
또 하나의 마침표.

Oh no. Not again.
이대로 잠들면 안 되는데.
Oh no. Not again.
이겨도 지는 건데 
우린 끝까지 가.

또 싸워.
미쳤냐고, 
이젠 지쳤다고,
정말 끝이라고 말 할 때 
가장 너다워.
그게 너다워.

내가 날 싸워.
그만 하자며,
정말 죽겠다며,
예전 같지 않은 야윈 모습이
이젠 너다워.
이게 
너와 나다워.

그만해.
그만해 그만해 그만해.
내가 미안해.

그만해.
그만해 그만해 그만해.
내가 미안해.

또 싸워.
미쳤냐고, 
이젠 지쳤다고,
정말 끝이라고 말 할 때 
가장 너다워.
그게 너다워.

내가 날 싸워.
그만 하자며,
정말 죽겠다며,
예전 같지 않은 야윈 모습이
이젠 너다워. 

Uh oh.
미쳤냐고, 
이젠 지쳤다고,
정말 끝이라고 말 할 때 
가장 너다워.
Uh oh.
We fight ourselves.

Uh oh.
그만 하자며,
정말 죽겠다며,
예전 같지 않은 야윈 모습이
이젠 너다워.
Uh oh.
We fight ourselves.

I'm sorry."
BRB,[],"['타블로', '미쓰라']","['DJ 투컷', '타블로']","['DJ 투컷', 'DOCS']",03:29,"짐가방엔 슈트 한 벌과 구두
낡은 사진첩
담배 한보루
문득 드는 생각
챙길 것보단 두고 갈 게 많을
인생이 여행 같은 이유
여권 지갑에 꽂혀진 입국 신고서
여행목적 빈칸에 점 3개 찍고서
한참을 고민하다 비워둬
진짜 목적을 적기에는 너무 좁아서
난 왜 고생을 사서 하는 건지
난 항상 나를 괴롭혀, 참혹하리만치
너도 알긴 알지?
넌 고독을 쉽게 알아봐
그저 거울 보는 일 같으니까
창밖엔 곧바르던 세상이 기운다
It's time to say goodbye
But I won't cry
너의 집, 동네, 도시가 한눈에 담겨질 때
다 증발 시켜 줄 눈물 한 방울만 흘릴 게
 
I’ll be
Right back, right back, right back
Right back, right back, right back
If you miss me then call me
Don’t worry, I’ll be right back
 
Right back, right back, right back
Right back, right back, right back
If you miss me then call me
Don’t worry, I’ll be right back
 
“서두르지 마 잠시 돌아가도 돼”
그리 말해준 사람 하나 없었네
늘 조급함은 내 몫이 되고
숱한 결정과 책임들만 걸터앉은 무거운 어깨
‘괜찮아’
스스로에게 하는 말
아무도 보지 않아 두려워 눈 감은 날
언제일까?
길고 긴 터널 속 빛 한 줄기를 
찾은 저 나비처럼 춤춰 나는 날
난 자유롭고 싶어
무책임하고 싶어
꼬리를 무는 생각들을 잘라내고 싶어
갈수록 하고 싶은 일보다 피하고 싶은 일만 늘어
나도 이제 나이 드나 싶어
긴 여정이었지, 우리
눈물과 미소가 뒤엉킨 날들이 엊그제 같은데
다 추억이라 부르니
먼 훗날 오늘을 기억하며 웃길
 
I’ll be
Right back, right back, right back
Right back, right back, right back
If you miss me then call me
Don’t worry, I’ll be right back
 
Right back, right back, right back
Right back, right back, right back
If you miss me then call me
Don’t worry, I’ll be right back"
Leica (Feat. 김사월),['김사월'],"['타블로', '미쓰라']",['타블로'],['타블로'],02:38,"남는 건 사진뿐?
내 인생이 남길만하길 바래
Got no time to take 'em
Still been all V's and cheese
사진첩 대신 채워진 또 한 장의 앨범 
시상식은 불참
정중히 거절하겠어요
내 성적은 투어 돌고 나면 늘 가득 찬
여권 도장들이 말해 참 잘했어요
I'm proud of myself
Proud of myself
Makin' my tenth full length 
on my daughter's tenth
Got her arms around my neck
No chains
This gold, none of y'all can flex
폰은 내려놔
No more cameras
온 힘을 다해 살고 눈을 감을 때마다
미소 하나 건지는 것
이게 real 인생샷 찍는 법

다 그렇지 뭐
이래도 지랄
저래도 또 지랄
바람 잘 날 없네
사는 게 뭐
이러면 어때
저러면 또 어때
심심할 틈은 없네
I'm gonna be ok
I'm gonna be ok

우린 너무 많은 걸 
기억하려 하고 관심을 갖네
시간 지나 사진첩엔 쌓인 게
추억보다 후회로 가득할 걸 알기에
눈이 아닌 맘에 행복을 담네
손에 잡히는 것들은 결국
세월의 손 타고나면 녹이 스는 것들
사랑받고 사랑한 시간만이 유일해
낡아져도 아름다운 장면들
무대 위에서 바라본
조명보다 빛나는 수천 개의 눈동자 
막을 내리며 서로의
몸에 기대 긴장을 풀며 던지는 농담
고된 하루의 시작과 끝에
네 미소는 쉼표 같은 존재
너란 필터를 거쳐 갈 때
평범한 내 일상도 화보가 돼

다 그렇지 뭐
이래도 지랄
저래도 또 지랄
바람 잘 날 없네
사는 게 뭐
이러면 어때
저러면 또 어때
심심할 틈은 없네"
개화(開花) (Feat. 김종완 of 넬),['김종완 (NELL)'],['타블로'],"['타블로', 'Docskim', '챈슬러']","['타블로', 'Docskim', '챈슬러']",05:03,"기억하나요?
좋았던 순간들이
먼지가 되어 쌓여가네요.
실바람 한점에도
흩어질 것 같아
겁이 나네요.
겁이 나네요.

I'm a lost one.
I'm a lost one.
Everything I love makes me cry.
Cuz I'm a lost one.
Yeah I'm a lost one.
All that I live for makes me die.

My child, when you follow
내가 밟은 길을 잘 봐둬.
언젠가는 너의 옆에 
걷지 못할 거야.
여기 발자국을 남겨둬.
보고 피해.
편한 길을 택한 
사람들을 따라가렴.
그게 답이기에.
물음표처럼 구부러진 내 길은
그저 무수한 문제만 낳기에.
나를 보고 꿈꾸는
너의 그 꿈은
깨고 보니 악몽이 아니길.
끝까지 달려 와보니
내가 찾던 영원, 치유, 
답을 닮은 건 not a thing.
이 길은 내가 달리던 
이유였던 가족도 앗아가버렸어.
어쩌면 출발을 알리던 총성은
내 등을 향한 거였어.
잘 들어.
온 세상이 너를 환영해도
그 세상이 너를 버릴 테니 
gotta let go.
늦기 전에.
Cuz I've been there before.
눈에 보이는 건 화려해도
don't be fooled by 
the diamonds and gold.
갈채 쏟아질 때 취하지 마.
때론 칭찬으로 
너의 발을 묶을 거야.
레드카펫 깔아줘도 잊지 마라.
그게 너의 피땀으로 
붉게 물든 거야.

나를 보고 꿈꾸는
너의 그 꿈은
깨고 보니 악몽이 아니길.
끝까지 달려 와보니
내가 배운 건
fame and the money
don't mean a thing.
I lost one too many things.
너가 뭐가 되더라도 응원할게.
널 응원할게.
나처럼 되지만 않으면 돼.

I'm a lost one.
I'm a lost one.
Everything I love makes me cry.
Cuz I'm a lost one.
Yeah I'm a lost one.
All that I live for makes me die.

They took everything from me.
They stole 
the ground beneath my feet.
They left me high and dry.
To sell a fuckin' lie.
I lost. I lost one.
They took everything from me.
They stole 
the ground beneath my feet.
Left me to die.
It's all right.
I never bought the lie.
I lost...
No.
You lost
The One.

너의 꿈은 키가 닿는 꿈이길.
쥘 수 있는 것만 보여주는 꿈이길.
주는 만큼 뺏는 것이 성공이니까
너무 소중한 건 주지 않는 꿈이길.

너의 꿈은 시선 끌지 않는 꿈이길.
비밀처럼 지켜, 항상 숨을 죽이길.
주는 만큼 뺏는 곳이 세상이니까
너무 꿈만 같은 건 
주지 않는 꿈이길.

긴 꿈을 꾸길 바래."
